,loan_data_targets_test,y_hat_test_proba,y_hat_test
151914,1,0.9965935888834664,1
163509,1,0.9809148886537066,1
41608,0,0.6554363261796762,0
43734,1,0.9760953301599136,1
64239,1,0.994231075712926,1
54593,1,0.9881257600350493,1
147931,1,0.9989965157956088,1
147167,0,0.6606799581955851,0
12921,1,0.996838627761428,1
114179,1,0.9693535191269792,1
53502,1,0.9728070302261632,1
140943,1,0.9911909144636674,1
29411,1,0.970516403371154,1
55130,1,0.9843412754815267,1
60602,1,0.9991032293764553,1
43770,1,0.9959735456180688,1
126718,1,0.9847875798431027,1
79239,1,0.003932922917589887,0
58926,1,0.9960306634965411,1
21446,1,0.9300983990487648,1
118018,1,0.9697624280451813,1
74057,1,0.9970314436689515,1
84724,1,0.9717641040987881,1
125314,1,0.9639644520023123,1
130554,1,0.9884526278869311,1
817,1,0.9694502796330294,1
28066,1,0.9942052117683465,1
66891,1,0.9945279799882262,1
86569,1,0.9709588330058492,1
7263,1,0.9555925994110289,1
152223,1,0.8172791786055258,0
19246,1,0.9972433681438416,1
158076,1,0.10985491693248046,0
136168,1,0.9901490381290492,1
155184,1,0.8477610846701411,0
79366,0,0.04867729951855535,0
106825,1,0.9345431532015377,1
140317,1,0.9706933100944195,1
121509,1,0.9527958903061213,1
12858,1,0.9897859006503475,1
37157,1,0.963460591777464,1
26478,1,0.998016192782332,1
47960,1,0.9359483867334932,1
94323,1,0.8915307982478157,0
151662,1,0.9654472529573103,1
32228,1,0.9862528874726643,1
46455,1,0.9470919273155382,1
140216,1,0.9345478620920833,1
110003,1,0.8430140473890073,0
19066,1,0.9724055604680873,1
51769,1,0.868594805473468,0
85471,1,0.9995127598770661,1
121543,1,0.9991636056988367,1
13624,1,0.8759894523117833,0
53603,1,0.9994544198113016,1
3895,1,0.9893286759618631,1
114998,1,0.9917094684822098,1
109631,1,0.9892315071000567,1
117224,1,0.9899519509555738,1
136980,1,0.9636642580014325,1
153318,1,0.9970119949194745,1
66546,0,0.7341744059968155,0
93493,1,0.9958997633435316,1
106690,1,0.9868510170828853,1
133152,1,0.8927756939573794,0
92725,1,0.9772599735345507,1
1422,1,0.9684979311516547,1
56181,0,0.6585198530563995,0
14705,1,0.989004299456771,1
15192,1,0.9975010201760236,1
9387,1,0.9815101742091489,1
60446,0,0.7424059455048319,0
85700,1,0.6917724521854366,0
98355,1,0.9273800359185125,1
133695,1,0.9784976684662517,1
25712,0,0.01916690404615095,0
119534,1,0.9732903565644362,1
84466,1,0.9978741287491857,1
139062,1,0.9879503600241502,1
43161,1,0.979052677686732,1
59329,1,0.9858214038757336,1
67247,1,0.8363017861501724,0
13438,1,0.950925531331325,1
147673,1,0.98616158751361,1
145044,1,0.8244579255137464,0
132498,1,0.9831846603257582,1
117186,1,0.9317561871677059,1
25846,1,0.10991101880904915,0
43416,1,0.9630023046011548,1
83521,0,0.034913165885130784,0
94318,1,0.9963954459068739,1
45537,1,0.8158969882989235,0
140604,1,0.9950255924035265,1
124970,1,0.9996001109807757,1
116070,1,0.9982377775480288,1
157161,1,0.9970599850981757,1
154366,1,0.9869914381656155,1
122362,1,0.9260872758095132,1
11442,1,0.9836915703957921,1
30529,1,0.9259741051760184,1
159514,0,0.7248648345495315,0
128866,1,0.783735332846499,0
159031,0,0.868495999228802,0
156740,1,0.8598100793988467,0
16788,1,0.8690882586356943,0
61760,1,0.9814866370610998,1
59877,1,0.940325447150716,1
24988,1,0.8455568110651401,0
13633,1,0.9913719434984641,1
99480,1,0.9686701455759984,1
40272,1,0.9745375728226847,1
69508,1,0.9918994329803462,1
158374,1,0.9615627716522906,1
19481,1,0.9787818859503716,1
58728,1,0.9197052040097132,1
15926,1,0.9937154726496654,1
126642,1,0.9865638997945586,1
136720,1,0.9655808134335332,1
18521,1,0.9332915304941493,1
76811,1,0.9684518192404054,1
130139,1,0.9688833016899995,1
115699,1,0.9855602283254606,1
92231,1,0.9021689165348588,1
93243,1,0.9776397021402881,1
130980,0,0.7262844629151699,0
164054,1,0.9842491723930014,1
127836,1,0.9793726831729974,1
109405,1,0.978689017873422,1
39905,1,0.9910459518393877,1
104907,1,0.9693349500986395,1
86624,1,0.9959517926361193,1
93948,1,0.772437355208851,0
146305,1,0.9693300508489702,1
28985,1,0.9494753314639067,1
22011,1,0.9673400081441452,1
45878,1,0.9848118093069528,1
27348,1,0.9904754424933319,1
36195,1,0.9420689643584277,1
32552,1,0.9216428387472594,1
121351,1,0.99057155204336,1
40456,1,0.9939136315324005,1
152152,1,0.9505447118186926,1
47184,1,0.9982721320652168,1
105857,1,0.9548308417219806,1
25169,1,0.9909226716975413,1
115788,1,0.9966073504008724,1
135588,1,0.9799006509747112,1
32430,1,0.9839551600924243,1
101711,1,0.7918100570029339,0
117313,1,0.9903056100289942,1
154524,1,0.9734369508433994,1
108637,0,0.8651338868176314,0
21087,1,0.9922597255994101,1
65186,1,0.9991523192161613,1
92825,0,0.24638914196900696,0
18874,1,0.8621951463660241,0
131001,1,0.9650115600131812,1
154399,1,0.968407374883652,1
85231,1,0.9611347782291992,1
122740,0,0.014764255886156664,0
30178,1,0.9979608165891395,1
23534,1,0.9980350561978122,1
97820,1,0.9812569715792953,1
49534,1,0.9938365657444302,1
108503,1,0.9957513988578418,1
3553,0,0.10428469572150073,0
160554,0,0.1923403460600208,0
122107,1,0.9997758161695401,1
67367,1,0.9366355017176554,1
100407,1,0.9913555781544116,1
296,1,0.9898698985349744,1
141988,1,0.9201947150198984,1
53020,1,0.9924503301498485,1
102079,1,0.9961834610320709,1
145287,1,0.9717935455093508,1
148202,1,0.8950161991517597,0
29721,1,0.9867327629516568,1
54439,1,0.989261244133356,1
90907,1,0.9774666471265152,1
20100,1,0.9832091872895109,1
114393,1,0.9987108442158914,1
136694,1,0.9955903747437885,1
109969,1,0.7329558655269504,0
83084,1,0.993400260995349,1
5938,1,0.979906288548935,1
84284,1,0.976654706465803,1
78901,1,0.9598978599520903,1
25290,1,0.8963895707179894,0
162412,1,0.9887889296155375,1
161571,1,0.9041783295304291,1
83833,1,0.9394302761771293,1
44082,1,0.9830842369005665,1
33165,1,0.949314536167444,1
49685,1,0.9947063794093474,1
141792,1,0.9939974826969339,1
158983,0,0.967802340584728,1
80753,1,0.996789132373294,1
7513,1,0.993760805969146,1
21721,1,0.9986714861772426,1
123114,1,0.9971649776843402,1
179,1,0.9665938437719873,1
87358,1,0.9572259170535741,1
121991,1,0.9978056924047017,1
28649,1,0.9478809910202154,1
99189,0,0.9807338753462184,1
127605,1,0.9374123530856986,1
50234,1,0.99901391617211,1
113925,1,0.95295180922772,1
60945,0,0.9481535266126344,1
23655,1,0.975980806545068,1
131165,1,0.9043457691783338,1
60817,1,0.7978871724965968,0
1174,1,0.5484437997102777,0
108070,1,0.9893485967676993,1
65113,1,0.9886675047864917,1
159215,1,0.991084124579925,1
10353,1,0.9920879825244407,1
49524,1,0.9903739670854542,1
29688,1,0.9167498281569796,1
148084,1,0.9765336511157113,1
25100,1,0.9352594961441927,1
157066,1,0.7310252575569443,0
117547,1,0.9180339386305861,1
87005,1,0.9794561664234641,1
149773,0,0.8853021315334159,0
152489,1,0.9961829936589356,1
21618,1,0.9590458351067401,1
13456,1,0.9905196971659959,1
19973,1,0.9940359668514791,1
103982,1,0.9993418013520756,1
95869,1,0.9997106676944412,1
91041,1,0.9440545627943805,1
100047,1,0.9637041336467701,1
46346,1,0.9846482531258722,1
124909,1,0.9036961439424099,1
115947,1,0.9947519142623865,1
86607,1,0.905953341922384,1
68766,1,0.6957184591361452,0
131122,1,0.9983664905240586,1
82689,1,0.9788922334799736,1
145837,1,0.9949287883680796,1
142645,1,0.9672121272664633,1
71384,1,0.9784929479287015,1
158193,1,0.9975570482658371,1
133534,1,0.9107192503060857,1
3285,1,0.9293211299466143,1
110621,1,0.9931446079085063,1
40950,1,0.9935340877951316,1
48436,1,0.9927656006693714,1
73407,1,0.9872839665813414,1
9255,1,0.9970534090883432,1
92832,1,0.9995276520311707,1
38168,1,0.9901897673575888,1
115400,1,0.9711674516354398,1
11227,1,0.8087477216356272,0
50263,1,0.9640716814642637,1
156190,1,0.9659648889413308,1
103133,0,0.7829985427177858,0
121120,1,0.9934400197028195,1
69124,1,0.9944041649773665,1
64255,1,0.9694923399013031,1
82950,1,0.9898151200603962,1
39974,1,0.9584873769404034,1
34452,1,0.8058407459571639,0
65738,1,0.9468901536052171,1
122334,1,0.9830430531076931,1
92319,1,0.9458770296213629,1
17683,1,0.97853182728011,1
113877,1,0.9490915336344093,1
40842,1,0.9838038543055247,1
88013,1,0.8869817060469839,0
139473,1,0.9757248904835062,1
76622,0,0.5185660257604368,0
129376,1,0.9867128023953561,1
100308,1,0.9094706528149941,1
15919,1,0.9828277840846954,1
57408,1,0.9798212150384232,1
98061,1,0.9988659452413746,1
27385,1,0.9865868764648296,1
140370,1,0.9014866031753267,1
145068,1,0.9492696141372393,1
72426,1,0.9730032103325852,1
72422,1,0.9025557200909551,1
129862,1,0.573073994562004,0
149775,1,0.9782417349955609,1
64480,1,0.9776446038734495,1
117068,1,0.9947388520043758,1
147762,1,0.9981233273453524,1
49277,1,0.9834477339661885,1
137681,1,0.9771770575869811,1
130978,1,0.9221283311308416,1
57838,1,0.9845346503338345,1
2639,1,0.9792980933342098,1
81924,0,0.604557292521089,0
30662,1,0.9949921897443944,1
136007,0,0.8882889989767409,0
154203,1,0.9447227172741585,1
28912,1,0.9751841385790789,1
142173,1,0.9973933463345787,1
74353,1,0.9895224968699378,1
54794,1,0.9797877703588197,1
152761,1,0.928209670953156,1
37186,1,0.9948357166074391,1
119745,1,0.9411560260326884,1
159627,1,0.9543349414759208,1
11842,0,0.8215878125885762,0
39914,1,0.9859102519229803,1
79833,0,0.02805918195249554,0
139183,1,0.942467199610884,1
161488,1,0.9510848731763696,1
112827,1,0.9854306634354286,1
14212,1,0.9991540791497838,1
126623,1,0.9850110309048581,1
27986,1,0.9656593090101584,1
8720,0,0.019714605808107476,0
131820,0,0.6940740242513459,0
143662,1,0.9877427899219025,1
70575,1,0.9961248825185014,1
53975,1,0.9980521039181106,1
148089,1,0.9931853742542076,1
93266,1,0.8035616169179446,0
84063,1,0.9583913790701949,1
49648,1,0.9751844865946859,1
64920,1,0.9944891449511865,1
581,1,0.8588250201847897,0
126456,1,0.9918504413186517,1
157241,1,0.9883263663891195,1
114704,1,0.9304336381133311,1
158331,1,0.9406354427356859,1
92932,1,0.9549848274572819,1
25281,1,0.9980938215591438,1
11280,1,0.8666038089356009,0
88920,1,0.9799854895676099,1
94476,1,0.9427382875888722,1
14306,1,0.9695148709700464,1
102689,1,0.9501951371729895,1
5909,1,0.9971417865025844,1
3137,1,0.9866596318758132,1
133476,1,0.9963489897159078,1
2742,1,0.9237639340505215,1
29192,1,0.9754825360804746,1
126107,1,0.9784673205635598,1
148301,1,0.9942701278585003,1
40823,1,0.9764282344104285,1
2612,1,0.982169141345227,1
46788,1,0.9905160188592168,1
34810,1,0.984493910642038,1
46295,1,0.8234102455610274,0
4778,1,0.9913344260765262,1
32928,1,0.9765436977160764,1
98918,0,0.10610193407043579,0
159287,1,0.9671776849531762,1
249,1,0.942095836032204,1
26472,1,0.9791829210471326,1
86656,1,0.986608693129232,1
107344,1,0.9507704392769813,1
158522,1,0.7339695964802128,0
151719,1,0.9948945482421301,1
82844,1,0.9278008690173508,1
48156,1,0.9853588095948026,1
42084,1,0.9959093703467593,1
94604,1,0.9996804670972661,1
132258,1,0.8925910697977525,0
23627,1,0.9354952254932347,1
120218,1,0.8346021874389404,0
71404,1,0.9959016154864719,1
117003,1,0.9722466419190557,1
116949,0,0.2833327878262165,0
107496,1,0.9901952870842176,1
18631,1,0.8500153318247528,0
132799,1,0.8959562695888766,0
144724,1,0.9978408742567743,1
143203,1,0.9486350314084201,1
119399,1,0.9240787083994978,1
10742,1,0.9993062920299468,1
12322,1,0.9621057172747177,1
152676,1,0.9959322581274607,1
339,1,0.9879745516527825,1
44738,1,0.9303238078206238,1
15805,1,0.9871399409591266,1
88492,1,0.9888400305972612,1
116563,1,0.979325641960022,1
145450,1,0.8172504261599617,0
102595,1,0.5466342256560867,0
92475,1,0.9900600092581737,1
53214,1,0.9674760087779971,1
6712,1,0.9856263904818161,1
153887,1,0.9063483477636941,1
50932,1,0.9269182539667088,1
48787,1,0.9997081496413437,1
144146,1,0.9708203170190458,1
153898,1,0.9871116816052677,1
118797,1,0.9935293225724223,1
64219,1,0.9976718098753429,1
66949,0,0.8823807728584887,0
101688,1,0.95268782181811,1
117506,1,0.9784520675995515,1
89602,1,0.9954385315565034,1
16205,1,0.9692694356968731,1
38519,1,0.9865471360962982,1
59391,1,0.9816320941187181,1
29981,1,0.7591996618923333,0
121129,1,0.954654373656823,1
24944,1,0.9301981048554243,1
151999,1,0.9738476333528423,1
19239,1,0.9866656800717151,1
58155,1,0.9968794878719065,1
137631,1,0.9840658325629119,1
140958,1,0.9993459865087106,1
4897,0,0.9872239227658527,1
10947,1,0.959815977008502,1
15974,1,0.9830776939827403,1
156565,0,0.033305706107646466,0
31393,1,0.9400079175698649,1
121731,1,0.9525593992934182,1
59501,1,0.9411796188520488,1
46931,1,0.9939133850743973,1
154206,1,0.9216216925987928,1
141382,1,0.9715243388854128,1
74921,1,0.9990971653832803,1
88943,1,0.9913527009148628,1
52502,1,0.37644742101053774,0
41770,1,0.9981000790399863,1
126357,1,0.987629348245744,1
83144,1,0.9962396424478609,1
160471,0,0.14516507870422776,0
10923,1,0.9711994880684302,1
87661,1,0.9977692371187444,1
16427,0,0.40941655659653325,0
109695,1,0.9990714363960925,1
115252,1,0.9597043642467354,1
14853,1,0.9693492238505026,1
112979,1,0.9985101744702176,1
154774,0,0.8153041054113394,0
156688,1,0.9623528901723739,1
158402,1,0.9909317638902775,1
85676,1,0.9115655313712722,1
33646,1,0.9826062545291196,1
119428,1,0.9867924178107118,1
79813,1,0.9756500176704644,1
132055,1,0.9286544084067497,1
92655,1,0.9989155934154745,1
38580,0,0.9963828353018271,1
102604,1,0.9369294302277523,1
131583,1,0.908756457979129,1
57355,1,0.9295231139563739,1
54002,1,0.9007798217389174,1
79272,1,0.980700940522409,1
26816,1,0.9586055391379202,1
79185,1,0.9946490005401172,1
66625,1,0.9964158812412144,1
589,1,0.971421184717171,1
122657,0,0.09013263389601493,0
92202,1,0.9979926692630341,1
23492,1,0.9959504771052179,1
142041,1,0.9906196581165259,1
45413,1,0.6879480266593542,0
79200,1,0.9994983839093736,1
123392,1,0.9991617610876437,1
19724,1,0.9202493654893334,1
67588,1,0.98651763843892,1
48949,1,0.9638877758024942,1
143726,1,0.9649613593246228,1
131077,1,0.8750590805633263,0
13483,1,0.980310652195978,1
109546,1,0.9857686926455621,1
73597,1,0.8486040144988453,0
50440,1,0.9922837775242901,1
116494,1,0.9920491947024739,1
132159,1,0.8539283448989885,0
55881,1,0.9672513241430242,1
50182,1,0.930539000654676,1
134438,1,0.9838161552511855,1
15309,1,0.9640750675722763,1
77080,1,0.9859214761283853,1
118692,1,0.959171068023232,1
88600,1,0.9887376112414274,1
28375,1,0.9830910548355369,1
51910,1,0.9110906488592161,1
15513,1,0.9724792029147412,1
52979,1,0.98818462801429,1
137824,1,0.9844446304981953,1
124799,1,0.9213428221414207,1
5623,1,0.9666724287187823,1
103682,1,0.9730229650727418,1
69418,1,0.9843076649094356,1
55221,1,0.9958383512364398,1
18493,1,0.9974234929773114,1
22672,1,0.9970766214393108,1
27991,1,0.9950085459749338,1
115360,1,0.9654340624270541,1
133349,1,0.993079726981299,1
5523,1,0.9950232950741078,1
132320,1,0.9918888836600211,1
121578,0,0.895946855621757,0
44692,1,0.988411439051371,1
136812,0,0.8014266977256862,0
39906,1,0.9910459518393877,1
77557,1,0.9345727045244846,1
30804,1,0.9043853101588202,1
23241,1,0.9978438731207209,1
78478,1,0.9642939809650781,1
153125,1,0.9607749999988294,1
131649,0,0.10733676301761734,0
148345,1,0.9420738027833833,1
85164,1,0.9691972922609255,1
157709,1,0.9838944546311026,1
106105,1,0.9919553457352746,1
45098,1,0.9500519054582844,1
5908,1,0.9849492025297241,1
138160,1,0.9002091505748687,1
119156,1,0.011800420366513971,0
67072,1,0.9651462149804401,1
28790,1,0.9514661946029747,1
104106,0,0.9911848115849723,1
147909,1,0.8733255885487261,0
8923,1,0.8555025689847099,0
158323,1,0.7953825062159483,0
163526,1,0.9705661015516315,1
110709,1,0.9817526384451513,1
61258,1,0.9945172816512678,1
115173,1,0.960621199392911,1
2850,1,0.9744750166228976,1
134024,1,0.9983854272825861,1
62992,0,0.793198103611835,0
139627,1,0.9872639098032348,1
84606,0,0.30107519889494305,0
92921,1,0.8936110998506839,0
47095,1,0.9996186993247983,1
103201,1,0.9956489378501783,1
20998,1,0.998466776399127,1
4866,1,0.9928766024427689,1
138385,1,0.8328479440397697,0
74179,1,0.9801191785813148,1
75632,1,0.9615047781542385,1
125923,1,0.9983860686352403,1
123854,1,0.8419910450524433,0
128384,1,0.9901327939972856,1
27206,1,0.9604644462908654,1
95346,1,0.9862201615069516,1
46789,1,0.9832387902267559,1
16950,0,0.8426060774967786,0
86236,1,0.990893263264423,1
17100,1,0.9143090331802234,1
107313,1,0.9600421967639425,1
155311,0,0.6895051941259884,0
88057,1,0.998324794934506,1
11661,1,0.9591931111546983,1
38886,1,0.9956371882668716,1
143295,1,0.8841384275144252,0
142025,1,0.9594435251587567,1
111835,0,0.0904847095247603,0
96550,1,0.9378529599000978,1
20249,1,0.9084697386415471,1
116486,1,0.997726937708812,1
56030,1,0.9888518413882359,1
117277,0,0.7384335892268669,0
83615,1,0.16492235937486607,0
161586,0,0.03469511702848493,0
115448,1,0.8710247016392687,0
131751,1,0.9979753850319395,1
28189,1,0.9299336804617259,1
37985,1,0.9016270258338963,1
150747,1,0.9986728577776522,1
137907,1,0.9924359869162608,1
93945,1,0.9848075762291327,1
107817,1,0.9956833089341999,1
8216,1,0.9385936808806445,1
51269,1,0.9682980708329827,1
152639,1,0.961446746753549,1
122162,0,0.279621219859882,0
142421,1,0.9731443635667723,1
9148,1,0.9857200409827235,1
122293,1,0.7760985943235885,0
31540,1,0.9956798862556807,1
101452,1,0.9972549325959406,1
63099,0,0.5383224533158634,0
88418,1,0.9985781836075182,1
53701,1,0.9620834840906012,1
67974,1,0.6589666023007715,0
75127,1,0.9922462557416822,1
93111,1,0.8758741033793868,0
59192,1,0.9550377462523666,1
86646,1,0.9744832670353502,1
77739,1,0.9863135983883898,1
39262,1,0.9487186096885548,1
137985,1,0.9766594218715111,1
164190,1,0.9908352656629758,1
88267,1,0.9523703847198831,1
108400,1,0.9659406680097765,1
28426,1,0.9901868251984162,1
30979,1,0.857063754623158,0
402,1,0.9805417358390547,1
86122,1,0.9942584599640893,1
62058,1,0.9957807807061898,1
13864,0,0.11566340649348321,0
71815,1,0.99931757468754,1
2571,1,0.992063158733196,1
64595,1,0.9968700201647271,1
128570,0,0.6043025104664962,0
12274,1,0.9946152961621816,1
84308,0,0.0981126789492067,0
57553,0,0.2565214887768556,0
130739,0,0.9963915090486348,1
138218,1,0.9967564037077027,1
6947,1,0.9913137550355617,1
141702,1,0.8948582620295406,0
65982,1,0.8757980265177432,0
18734,1,0.8394929228806789,0
124270,1,0.6171031652972032,0
105388,1,0.8294085104482908,0
88432,1,0.9773216983801386,1
106903,1,0.9880126701652477,1
43897,0,0.07132050540722337,0
89571,1,0.9975492542714939,1
110222,1,0.8921205197942,0
164002,1,0.9332212197414874,1
125332,0,0.6857302249121001,0
118063,1,0.9869382329845825,1
67620,0,0.33514845931123327,0
4424,1,0.8440972002430159,0
135038,1,0.8556768328930361,0
77352,1,0.9562410641605085,1
36605,1,0.9991685215210736,1
57971,0,0.6622492628655926,0
137914,1,0.893993407787557,0
20382,1,0.9887359399542638,1
155509,1,0.9849571604126198,1
61005,1,0.9938636126397392,1
111154,1,0.9919419464947761,1
95849,1,0.9397719526337196,1
117250,0,0.20337814875394183,0
148936,0,0.6289934168366444,0
56935,1,0.9896847966540201,1
49818,1,0.9991152221870351,1
20515,1,0.998882191232171,1
139455,1,0.9842642670809145,1
133664,1,0.9860103144183764,1
36055,1,0.9774303586672789,1
5810,1,0.9707982029166484,1
44959,1,0.9958013425074832,1
154241,1,0.9602332128771063,1
1465,1,0.9973272463180394,1
47658,1,0.9804789359264873,1
127842,0,0.007045720691466162,0
100697,1,0.9963023104831187,1
83831,1,0.9661842727538048,1
59437,1,0.8737291587950378,0
50609,1,0.9620476265114414,1
40791,1,0.9767514575646338,1
146412,1,0.9602494545939494,1
72175,1,0.9885805012411594,1
86106,1,0.9899511561136524,1
98900,1,0.9423966571751691,1
26103,1,0.9381436237125357,1
143365,1,0.9390755169258468,1
57479,1,0.9987542437239386,1
1794,1,0.985839090631212,1
20753,0,0.34668837880590964,0
1089,1,0.9968483618656697,1
125143,1,0.8431694492889035,0
44887,1,0.9909724527935013,1
51284,1,0.9785094639547812,1
113028,0,0.0443135338067527,0
62555,1,0.9978367120053062,1
57116,1,0.9767197509028009,1
37548,1,0.9484442774060245,1
69161,0,0.10771485826623256,0
103113,1,0.9475096322982441,1
20010,1,0.018365097024192752,0
87175,1,0.9974425839517073,1
151091,1,0.9966378781057219,1
153126,1,0.9581970205045954,1
40566,1,0.9833506284413487,1
119024,1,0.9596709284307559,1
1898,1,0.9096744509630543,1
93782,1,0.9768184745300852,1
108672,1,0.9732859822402732,1
129590,1,0.9849202592415468,1
60902,0,0.12058875981108982,0
55261,1,0.9595553566121969,1
15313,1,0.941494005380222,1
159763,1,0.976853080452376,1
160781,0,0.23034195446033456,0
100993,1,0.9965851490485831,1
96510,1,0.9916042021484738,1
99575,1,0.992572278474367,1
47777,1,0.9865220632986855,1
28058,1,0.9883033833611975,1
82659,1,0.9978745751508267,1
32602,1,0.9752055169307017,1
110990,1,0.9993758744337286,1
27200,0,0.9985165324417178,1
19868,1,0.9952992598174683,1
144390,1,0.9806993408509861,1
54046,1,0.9908447186116381,1
103513,1,0.9974629933888448,1
65006,1,0.12031583270977965,0
99375,1,0.9321308957144626,1
154093,1,0.9910270498129921,1
22091,1,0.9890528911455608,1
17288,1,0.44466466789606984,0
21086,1,0.9759357358748354,1
95361,1,0.9961691524783672,1
68323,1,0.9741911144352667,1
63653,1,0.9869407221896278,1
76050,1,0.9926650754328246,1
72001,0,0.9161463432520348,1
45042,1,0.9612145007058955,1
18686,1,0.9868488959260385,1
123491,1,0.9619637672010244,1
95305,1,0.9994435231858825,1
155612,1,0.973599348222314,1
70256,1,0.9811448124565794,1
118428,1,0.9987914077549247,1
34798,1,0.8727985760941522,0
48961,1,0.9926413707132865,1
11721,1,0.987655331666219,1
97481,1,0.9844557980013927,1
49495,1,0.9970120818823442,1
96954,1,0.9893933278978269,1
17909,1,0.9617452010661073,1
68841,1,0.862049046200846,0
163523,1,0.9891272860632019,1
62843,1,0.9763814083741054,1
13169,0,0.476864847874785,0
48261,1,0.9969427245924812,1
58761,1,0.9928223979158753,1
143967,0,0.1503625149911883,0
133684,1,0.9758763480542811,1
83419,1,0.8765399876357631,0
60072,1,0.9957182511724313,1
56437,1,0.8064046283455755,0
46946,1,0.9515817883508709,1
127030,1,0.9517647872934615,1
18993,1,0.9027729510864669,1
159963,1,0.9858148447830112,1
85607,1,0.9892209324465479,1
20620,1,0.9880342284026228,1
41928,1,0.9080684070045122,1
28946,1,0.9818066989417318,1
78647,1,0.9881726581786998,1
35434,1,0.9626612557336692,1
22802,1,0.9951776568857785,1
23658,1,0.884571034051501,0
2343,1,0.9333504326052531,1
119958,1,0.9783684180948876,1
104815,1,0.9705055523137686,1
35625,1,0.9879191004803688,1
150573,1,0.9801744807608902,1
66667,1,0.9847550747098166,1
108592,1,0.9878523793274513,1
110373,1,0.9194661393024515,1
60068,1,0.9970535251956834,1
